,Sim_ID,Season,Name,Pos,Age,Stamina,Stuff,Total,W,L
696,88613,1923,Jose Belanger,P,28,40,65,105,7,5
697,88613,1923,Lee Arft,P,27,40,86,126,14,3
698,88613,1923,Oliver Griner,P,29,72,45,117,9,12
699,88613,1923,Gene Borowy,P,21,40,38,78,3,9
700,88613,1924,Oliver Griner,P,30,69,45,114,8,12
701,88613,1924,Gene Borowy,P,22,46,39,85,3,10
702,88613,1924,Lee Arft,P,28,40,86,126,9,6
703,88613,1924,Specs Cole,P,21,46,55,101,8,9
704,88613,1925,Oliver Griner,P,31,69,42,111,6,14
705,88613,1925,Specs Cole,P,22,51,63,114,7,6
706,88613,1925,Gene Borowy,P,23,52,39,91,7,3
707,88613,1925,Sergio Buskey,P,21,30,70,100,7,2
708,88613,1926,Sergio Buskey,P,22,35,73,108,7,5
709,88613,1926,Specs Cole,P,23,53,68,121,9,9
710,88613,1926,Gene Borowy,P,24,53,42,95,4,5
711,88613,1926,Matt Drott,P,22,56,59,115,8,10
712,88613,1927,Matt Drott,P,23,59,59,118,8,8
713,88613,1927,Specs Cole,P,24,56,70,126,14,6
714,88613,1927,Gene Borowy,P,25,53,42,95,8,12
715,88613,1927,Duffy Auerbach,P,19,63,34,97,3,17
716,88613,1928,Specs Cole,P,25,56,70,126,15,5
717,88613,1928,Duffy Auerbach,P,20,67,37,104,3,14
718,88613,1928,Matt Drott,P,24,62,60,122,12,6
719,88613,1928,Keith Barmes,P,19,70,34,104,5,13
720,88613,1929,Matt Drott,P,25,62,60,122,14,10
721,88613,1929,Duffy Auerbach,P,21,69,40,109,7,15
722,88613,1929,Keith Barmes,P,20,73,36,109,7,12
723,88613,1929,Rabbit Groth,P,23,54,35,89,6,12
724,88613,1930,Rabbit Groth,P,24,54,35,89,3,12
725,88613,1930,Duffy Auerbach,P,22,71,46,117,4,14
726,88613,1930,Keith Barmes,P,21,73,46,119,3,16
727,88613,1930,Chico Douglas,P,18,32,74,106,5,6
728,88613,1931,Duffy Auerbach,P,23,73,48,121,11,9
729,88613,1931,Rabbit Groth,P,25,54,35,89,6,12
730,88613,1931,Chico Douglas,P,19,42,74,116,10,4
731,88613,1931,Kiki Felix,P,18,67,57,124,8,11
732,88613,1932,Kiki Felix,P,19,72,67,139,15,7
733,88613,1932,Chico Douglas,P,20,44,78,122,12,5
734,88613,1932,Duffy Auerbach,P,24,73,51,124,8,12
735,88613,1932,Greasy Herbel,P,18,32,80,112,8,3
736,88613,1933,Kiki Felix,P,20,79,77,156,17,8
737,88613,1933,Chico Douglas,P,21,53,80,133,13,4
738,88613,1933,Duffy Auerbach,P,25,73,51,124,8,14
739,88613,1933,Glenn Garrett,P,21,71,78,149,12,8
740,88613,1934,Kiki Felix,P,21,88,81,169,17,7
741,88613,1934,Duffy Auerbach,P,26,73,51,124,7,14
742,88613,1934,Glenn Garrett,P,22,77,86,163,18,7
743,88613,1934,Brad Dixon,P,20,64,76,140,15,6
744,88613,1935,Duffy Auerbach,P,27,73,51,124,9,13
745,88613,1935,Kiki Felix,P,22,94,84,178,19,4
746,88613,1935,Brad Dixon,P,21,70,77,147,14,6
747,88613,1935,Howie Frederick,P,24,43,31,74,8,6
748,88613,1936,Kiki Felix,P,23,99,84,183,16,5
749,88613,1936,Brad Dixon,P,22,78,78,156,10,10
750,88613,1936,Howie Frederick,P,25,43,31,74,6,13
751,88613,1936,Weldon Garrido,P,19,67,53,120,9,10
752,88613,1937,Kiki Felix,P,24,99,85,184,17,11
753,88613,1937,Weldon Garrido,P,20,67,59,126,11,8
754,88613,1937,Brad Dixon,P,23,82,80,162,15,5
755,88613,1937,Freddie Holmes,P,20,74,49,123,9,8
756,88613,1938,Kiki Felix,P,25,99,85,184,20,10
757,88613,1938,Weldon Garrido,P,21,76,66,142,11,12
758,88613,1938,Brad Dixon,P,24,86,81,167,14,9
759,88613,1938,Chief Cadore,P,22,72,31,103,3,15
760,88613,1939,Brad Dixon,P,25,86,81,167,15,8
761,88613,1939,Chief Cadore,P,23,77,31,108,6,19
762,88613,1939,Weldon Garrido,P,22,81,66,147,12,12
763,88613,1939,Allan Felix,P,19,63,80,143,18,4
764,88613,1940,Chief Cadore,P,24,81,33,114,12,17
765,88613,1940,Allan Felix,P,20,75,84,159,18,3
766,88613,1940,Brad Dixon,P,26,86,81,167,14,8
767,88613,1940,Lu Cross,P,18,53,68,121,9,10
768,88613,1941,Lu Cross,P,19,64,69,133,12,7
769,88613,1941,Brad Dixon,P,27,86,81,167,19,8
770,88613,1941,Chief Cadore,P,25,81,33,114,9,11
771,88613,1941,Sweetbreads Gharrity,P,20,45,60,105,10,7
772,88613,1942,Sweetbreads Gharrity,P,21,46,68,114,8,5
773,88613,1942,Brad Dixon,P,28,86,81,167,14,11
774,88613,1942,Lu Cross,P,20,68,69,137,8,11
775,88613,1942,Urbane Eisenstat,P,24,36,57,93,5,9
776,88613,1943,Sweetbreads Gharrity,P,22,48,72,120,8,3
777,88613,1943,Brad Dixon,P,29,86,77,163,17,10
778,88613,1943,Lu Cross,P,21,72,78,150,14,7
779,88613,1943,Buzz Doran,P,25,64,47,111,11,6
780,88613,1944,Lu Cross,P,22,72,84,156,17,5
781,88613,1944,Sweetbreads Gharrity,P,23,54,74,128,9,7
782,88613,1944,Brad Dixon,P,30,80,77,157,19,10
783,88613,1944,Buzz Doran,P,26,64,47,111,5,11
784,88637,1900,Kid Gornicki,P,21,42,61,103,3,9
785,88637,1900,Glen Gerber,P,30,67,38,105,4,16
786,88637,1900,Phil Corcoran,P,20,28,71,99,2,2
787,88637,1900,Moon Connolly,P,22,60,31,91,5,10
788,88637,1901,Moon Connolly,P,23,66,34,100,5,18
789,88637,1901,Phil Corcoran,P,21,31,77,108,4,3
790,88637,1901,Glen Gerber,P,31,59,29,88,5,16
791,88637,1901,Hooks Davis,P,22,79,60,139,6,12
792,88637,1902,Hooks Davis,P,23,80,64,144,15,7
793,88637,1902,Phil Corcoran,P,22,38,85,123,8,5
794,88637,1902,Glen Gerber,P,32,59,23,82,8,8
795,88637,1902,Nolan Acosta,P,19,76,30,106,2,14
796,88637,1903,Nolan Acosta,P,20,84,37,121,5,15
797,88637,1903,Phil Corcoran,P,23,43,88,131,12,2
798,88637,1903,Glen Gerber,P,33,59,14,73,5,15
799,88637,1903,Hooks Davis,P,24,80,67,147,9,11
800,88637,1904,Nolan Acosta,P,21,87,47,134,6,20
801,88637,1904,Phil Corcoran,P,24,45,88,133,14,2
802,88637,1904,Hooks Davis,P,25,80,67,147,11,14
803,88637,1904,Wilbur Dodge,P,18,56,60,116,9,12
804,88637,1905,Phil Corcoran,P,25,45,88,133,9,1
805,88637,1905,Wilbur Dodge,P,19,62,70,132,5,10
806,88637,1905,Nolan Acosta,P,22,89,50,139,13,15
807,88637,1905,Gorman Forster,P,18,53,45,98,5,14
808,88637,1906,Wilbur Dodge,P,20,67,74,141,13,8
809,88637,1906,Gorman Forster,P,19,63,47,110,12,10
810,88637,1906,Nolan Acosta,P,23,93,53,146,9,18
811,88637,1906,Marshall Hathaway,P,21,65,34,99,1,19
812,88637,1907,Wilbur Dodge,P,21,67,74,141,11,9
813,88637,1907,Gorman Forster,P,20,73,57,130,11,14
814,88637,1907,Marshall Hathaway,P,22,69,41,110,6,10
815,88637,1907,Peanuts Ashburn,P,25,71,64,135,7,9
816,88637,1908,Marshall Hathaway,P,23,73,45,118,5,12
817,88637,1908,Wilbur Dodge,P,22,68,76,144,17,9
818,88637,1908,Gorman Forster,P,21,75,66,141,19,7
819,88637,1908,Watty Humphries,P,20,54,68,122,10,6
820,88637,1909,Watty Humphries,P,21,57,68,125,12,5
821,88637,1909,Gorman Forster,P,22,77,71,148,11,6
822,88637,1909,Marshall Hathaway,P,24,73,45,118,12,11
823,88637,1909,Pretzel Acosta,P,25,34,77,111,7,5
824,88637,1910,Marshall Hathaway,P,25,73,45,118,5,21
825,88637,1910,Pretzel Acosta,P,26,34,77,111,7,4
826,88637,1910,Gorman Forster,P,23,80,72,152,14,10
827,88637,1910,Luke Baumholtz,P,23,57,61,118,7,5
828,88637,1911,Pretzel Acosta,P,27,34,77,111,7,5
829,88637,1911,Gorman Forster,P,24,80,73,153,16,9
830,88637,1911,Marshall Hathaway,P,26,73,45,118,6,17
831,88637,1911,Muddy Gaines,P,20,60,49,109,9,11
832,88637,1912,Muddy Gaines,P,21,65,56,121,9,9
833,88637,1912,Pretzel Acosta,P,28,34,77,111,10,1
834,88637,1912,Marshall Hathaway,P,27,73,45,118,7,11
835,88637,1912,Willie Hansen,P,24,31,77,108,4,6
836,88637,1913,Pretzel Acosta,P,29,29,72,101,3,3
837,88637,1913,Willie Hansen,P,25,31,77,108,8,5
838,88637,1913,Muddy Gaines,P,22,72,62,134,17,8
839,88637,1913,Damon Corbett,P,19,74,43,117,6,17
840,88637,1914,Muddy Gaines,P,23,77,64,141,12,10
841,88637,1914,Willie Hansen,P,26,31,77,108,9,4
842,88637,1914,Damon Corbett,P,20,74,45,119,8,14
843,88637,1914,Sheldon Hodapp,P,19,34,57,91,7,2
844,88637,1915,Sheldon Hodapp,P,20,37,61,98,6,7
845,88637,1915,Willie Hansen,P,27,31,77,108,6,3
846,88637,1915,Damon Corbett,P,21,76,50,126,8,15
847,88637,1915,Muddy Gaines,P,24,80,65,145,13,5
848,88637,1916,Sheldon Hodapp,P,21,44,62,106,10,5
849,88637,1916,Willie Hansen,P,28,31,77,108,6,6
850,88637,1916,Damon Corbett,P,22,80,57,137,13,14
851,88637,1916,Mace Bird,P,20,73,80,153,20,4
852,88637,1917,Mace Bird,P,21,76,81,157,13,6
853,88637,1917,Sheldon Hodapp,P,22,49,63,112,6,11
854,88637,1917,Damon Corbett,P,23,85,63,148,18,8
855,88637,1917,Bibb Donald,P,19,42,42,84,6,4
856,88637,1918,Mace Bird,P,22,82,84,166,19,6
857,88637,1918,Sheldon Hodapp,P,23,53,65,118,7,10
858,88637,1918,Bibb Donald,P,20,50,42,92,2,10
859,88637,1918,Matty Candini,P,20,35,44,79,7,8
860,88637,1919,Sheldon Hodapp,P,24,56,69,125,7,9
861,88637,1919,Mace Bird,P,23,86,90,176,21,3
862,88637,1919,Matty Candini,P,21,35,44,79,4,9
863,88637,1919,Ivy Brucker,P,20,74,72,146,13,10
864,88637,1920,Sheldon Hodapp,P,25,56,69,125,7,3
865,88637,1920,Mace Bird,P,24,88,92,180,22,4
866,88637,1920,Matty Candini,P,22,39,51,90,6,7
867,88637,1920,Rosy Bolen,P,22,30,67,97,9,4
868,88637,1921,Matty Candini,P,23,42,55,97,6,6
869,88637,1921,Rosy Bolen,P,23,35,67,102,8,6
870,88637,1921,Mace Bird,P,25,88,92,180,21,6
871,88637,1921,Chad Hinton,P,22,78,53,131,12,12
872,88637,1922,Mace Bird,P,26,88,92,180,22,4
873,88637,1922,Rosy Bolen,P,24,36,71,107,6,7
874,88637,1922,Chad Hinton,P,23,80,56,136,5,16
875,88637,1922,Faye Burtschy,P,24,74,58,132,8,19
876,88637,1923,Mace Bird,P,27,88,92,180,21,5
877,88637,1923,Chad Hinton,P,24,81,59,140,9,15
878,88637,1923,Faye Burtschy,P,25,74,58,132,10,8
879,88637,1923,Jackie Griffith,P,18,60,53,113,4,17
880,88637,1924,Faye Burtschy,P,26,74,58,132,11,12
881,88637,1924,Jackie Griffith,P,19,70,65,135,11,10
882,88637,1924,Chad Hinton,P,25,81,59,140,7,17
883,88637,1924,Lew Felsch,P,20,53,76,129,13,6
884,88637,1925,Lew Felsch,P,21,57,77,134,11,8
885,88637,1925,Chad Hinton,P,26,81,59,140,12,9
886,88637,1925,Faye Burtschy,P,27,74,58,132,7,13
887,88637,1925,Luther Ferrarese,P,24,68,65,133,15,6
888,88637,1926,Luther Ferrarese,P,25,68,65,133,14,6
889,88637,1926,Faye Burtschy,P,28,74,58,132,9,14
890,88637,1926,Lew Felsch,P,22,59,83,142,15,4
891,88637,1926,Gino Crosetti,P,19,75,74,149,9,11
892,88637,1927,Gino Crosetti,P,20,77,78,155,15,2
893,88637,1927,Lew Felsch,P,23,60,85,145,14,5
894,88637,1927,Faye Burtschy,P,29,69,53,122,10,7
895,88637,1927,Galen Blades,P,18,39,76,115,10,4
896,88637,1928,Gino Crosetti,P,21,82,87,169,19,5
897,88637,1928,Lew Felsch,P,24,60,89,149,8,5
898,88637,1928,Faye Burtschy,P,30,66,52,118,6,9
899,88637,1928,Galen Blades,P,19,49,76,125,10,7
900,88637,1929,Faye Burtschy,P,31,60,51,111,3,13
901,88637,1929,Galen Blades,P,20,59,87,146,12,4
902,88637,1929,Lew Felsch,P,25,60,89,149,18,2
903,88637,1929,Wayne Hargan,P,20,72,35,107,3,16
904,88637,1930,Lew Felsch,P,26,60,89,149,12,10
905,88637,1930,Wayne Hargan,P,21,75,43,118,7,15
906,88637,1930,Galen Blades,P,21,60,92,152,17,4
907,88637,1930,Peaches Baumholtz,P,22,45,34,79,3,9
908,88637,1931,Lew Felsch,P,27,60,89,149,19,1
909,88637,1931,Peaches Baumholtz,P,23,46,37,83,5,11
910,88637,1931,Galen Blades,P,22,66,93,159,14,3
911,88637,1931,Aurelio Barber,P,24,54,59,113,12,8
912,88637,1932,Peaches Baumholtz,P,24,50,38,88,4,15
913,88637,1932,Aurelio Barber,P,25,54,59,113,12,7
914,88637,1932,Lew Felsch,P,28,60,89,149,16,3
915,88637,1932,Chief Bithorn,P,19,69,38,107,5,11
916,88637,1933,Chief Bithorn,P,20,72,43,115,11,11
917,88637,1933,Lew Felsch,P,29,60,89,149,13,3
918,88637,1933,Aurelio Barber,P,26,54,59,113,9,7
919,88637,1933,Homer Dusak,P,24,77,49,126,12,10
920,88637,1934,Chief Bithorn,P,21,79,45,124,6,13
921,88637,1934,Lew Felsch,P,30,56,87,143,16,6
922,88637,1934,Aurelio Barber,P,27,54,59,113,7,8
923,88637,1934,Odell Henshaw,P,22,80,76,156,18,3
924,88637,1935,Lew Felsch,P,31,54,83,137,15,1
925,88637,1935,Odell Henshaw,P,23,86,77,163,13,9
926,88637,1935,Aurelio Barber,P,28,54,59,113,12,5
927,88637,1935,Lonny Dahlgren,P,23,48,57,105,9,8
928,88637,1936,Odell Henshaw,P,24,87,78,165,12,11
929,88637,1936,Aurelio Barber,P,29,54,54,108,7,9
930,88637,1936,Lew Felsch,P,32,43,72,115,5,5
931,88637,1936,Faye Covington,P,20,44,68,112,9,5
932,88637,1937,Faye Covington,P,21,52,75,127,10,5
933,88637,1937,Lew Felsch,P,33,31,70,101,13,2
934,88637,1937,Aurelio Barber,P,30,54,54,108,7,11
935,88637,1937,Cotton Hoskins,P,19,30,32,62,5,12
936,88637,1938,Faye Covington,P,22,56,79,135,10,7
937,88637,1938,Lew Felsch,P,34,30,62,92,8,9
938,88637,1938,Aurelio Barber,P,31,46,49,95,6,10
939,88637,1938,Elden Agee,P,23,42,32,74,2,14
940,88637,1939,Lew Felsch,P,35,23,48,71,5,8
941,88637,1939,Aurelio Barber,P,32,41,45,86,8,6
942,88637,1939,Faye Covington,P,23,62,79,141,13,7
943,88637,1939,Wes Hardy,P,18,75,30,105,7,12
944,88637,1940,Faye Covington,P,24,66,79,145,11,3
945,88637,1940,Lew Felsch,P,36,6,39,45,1,5
946,88637,1940,Wes Hardy,P,19,80,30,110,7,18
947,88637,1940,Aurelio Barber,P,33,41,33,74,1,7
948,88637,1941,Lew Felsch,P,37,0,18,18,2,2
949,88637,1941,Wes Hardy,P,20,81,42,123,7,15
950,88637,1941,Aurelio Barber,P,34,40,19,59,1,11
951,88637,1941,Gail Gaines,P,24,78,80,158,11,8
952,88637,1942,Lew Felsch,P,38,0,4,4,0,3
953,88637,1942,Wes Hardy,P,21,84,45,129,12,12
954,88637,1942,Gail Gaines,P,25,78,80,158,12,7
955,88637,1942,Carroll Amoros,P,23,46,71,117,5,6
956,88637,1943,Gail Gaines,P,26,78,80,158,17,7
957,88637,1943,Lew Felsch,P,39,0,0,0,0,4
958,88637,1943,Wes Hardy,P,22,85,53,138,11,11
959,88637,1943,Carroll Amoros,P,24,46,74,120,9,1
960,88637,1944,Lew Felsch,P,40,0,0,0,0,1
961,88637,1944,Wes Hardy,P,23,87,57,144,10,14
962,88637,1944,Carroll Amoros,P,25,46,74,120,12,4
963,88637,1944,Gail Gaines,P,27,78,80,158,21,5
964,88637,1945,Gail Gaines,P,28,78,80,158,15,8
965,88637,1945,Lew Felsch,P,41,0,0,0,0,2
966,88637,1945,Wes Hardy,P,24,90,61,151,8,13
967,88637,1945,Carroll Amoros,P,26,46,74,120,15,4
968,88637,1946,Wes Hardy,P,25,90,61,151,8,15
969,88637,1946,Carroll Amoros,P,27,46,74,120,8,7
970,88637,1946,Lew Felsch,P,42,0,0,0,0,5
971,88637,1946,Vito Hoak,P,19,33,31,64,1,9
972,88637,1947,Carroll Amoros,P,28,46,74,120,10,2
973,88637,1947,Lew Felsch,P,43,0,0,0,0,1
974,88637,1947,Vito Hoak,P,20,43,39,82,6,5
975,88637,1947,Dizzy Daley,P,23,70,40,110,6,12
976,88637,1948,Dizzy Daley,P,24,74,42,116,12,8
977,88637,1948,Lew Felsch,P,44,0,0,0,0,2
978,88637,1948,Carroll Amoros,P,29,41,70,111,6,7
979,88637,1948,Nig Donoso,P,18,40,65,105,4,7
980,88637,1949,Dizzy Daley,P,25,74,42,116,7,11
981,88637,1949,Nig Donoso,P,19,45,79,124,9,4
982,88637,1949,Carroll Amoros,P,30,40,70,110,7,5
983,88637,1949,Gil Held,P,20,60,43,103,5,11
984,88637,1950,Gil Held,P,21,68,49,117,10,14
985,88637,1950,Nig Donoso,P,20,55,90,145,17,3
986,88637,1950,Carroll Amoros,P,31,38,65,103,4,6
987,88637,1950,Charley Crouse,P,23,55,37,92,7,12
988,88287,1900,Clay Griffey,P,28,29,62,91,5,4
989,88287,1900,Tuck Brucker,P,27,62,52,114,7,11
990,88287,1900,Irish Nicholson,P,33,60,48,108,9,10
991,88287,1900,Garry Conigliaro,P,23,37,73,110,5,7
992,88287,1901,Irish Nicholson,P,34,48,39,87,1,14
993,88287,1901,Tuck Brucker,P,28,62,52,114,7,14
994,88287,1901,Clay Griffey,P,29,29,58,87,5,3
995,88287,1901,Garry Conigliaro,P,24,38,73,111,11,4
996,88287,1902,Garry Conigliaro,P,25,38,73,111,8,6
997,88287,1902,Tuck Brucker,P,29,61,48,109,8,9
998,88287,1902,Clay Griffey,P,30,28,56,84,6,0
999,88287,1902,Kemp Gallivan,P,20,72,79,151,13,7
1000,88287,1903,Tuck Brucker,P,30,61,42,103,3,15
1001,88287,1903,Clay Griffey,P,31,21,48,69,3,6
1002,88287,1903,Garry Conigliaro,P,26,38,73,111,7,7
1003,88287,1903,Gibby Browne,P,23,52,42,94,4,13
1004,88287,1904,Garry Conigliaro,P,27,38,73,111,7,4
1005,88287,1904,Gibby Browne,P,24,54,43,97,7,7
1006,88287,1904,Clay Griffey,P,32,20,45,65,4,5
1007,88287,1904,Matt Fischer,P,23,44,39,83,6,8
1008,88287,1905,Matt Fischer,P,24,47,41,88,7,9
1009,88287,1905,Clay Griffey,P,33,10,32,42,2,5
1010,88287,1905,Garry Conigliaro,P,28,38,73,111,11,2
1011,88287,1905,Marino Doak,P,25,34,61,95,2,8
1012,88287,1906,Marino Doak,P,26,34,61,95,6,3
1013,88287,1906,Matt Fischer,P,25,47,41,88,3,10
1014,88287,1906,Garry Conigliaro,P,29,34,72,106,10,3
1015,88287,1906,Mick Anderson,P,21,66,30,96,4,20
1016,88287,1907,Matt Fischer,P,26,47,41,88,4,11
1017,88287,1907,Mick Anderson,P,22,72,37,109,4,14
1018,88287,1907,Garry Conigliaro,P,30,29,69,98,4,4
1019,88287,1907,Marino Doak,P,27,34,61,95,4,7
1020,88287,1908,Mick Anderson,P,23,77,38,115,12,13
1021,88287,1908,Garry Conigliaro,P,31,25,69,94,9,6
1022,88287,1908,Marino Doak,P,28,34,61,95,9,4
1023,88287,1908,Amos Eilers,P,18,79,69,148,14,9
1024,88287,1909,Marino Doak,P,29,31,57,88,6,6
1025,88287,1909,Amos Eilers,P,19,88,81,169,16,5
1026,88287,1909,Garry Conigliaro,P,32,25,68,93,7,2
1027,88287,1909,Kemp Bonds,P,20,31,45,76,6,8
1028,88287,1910,Marino Doak,P,30,27,56,83,4,6
1029,88287,1910,Amos Eilers,P,20,99,81,180,18,11
1030,88287,1910,Kemp Bonds,P,21,35,53,88,12,5
1031,88287,1910,Lon Decker,P,25,77,34,111,5,15
1032,88287,1911,Marino Doak,P,31,21,53,74,6,7
1033,88287,1911,Amos Eilers,P,21,103,85,188,25,4
1034,88287,1911,Lon Decker,P,26,77,34,111,8,15
1035,88287,1911,Mick Franklin,P,24,42,39,81,7,9
1036,88287,1912,Mick Franklin,P,25,42,39,81,3,10
1037,88287,1912,Lon Decker,P,27,77,34,111,3,16
1038,88287,1912,Marino Doak,P,32,21,44,65,2,7
1039,88287,1912,Santiago Alvarez,P,18,38,44,82,9,9
1040,88287,1913,Mick Franklin,P,26,42,39,81,1,11
1041,88287,1913,Santiago Alvarez,P,19,52,55,107,8,8
1042,88287,1913,Lon Decker,P,28,77,34,111,5,19
1043,88287,1913,Marino Doak,P,33,12,33,45,1,5
1044,88287,1914,Lon Decker,P,29,76,33,109,8,16
